0,62.117073
10,56.063103
20,59.735600
30,59.339817
40,59.589085
50,61.992626
60,58.732269
70,59.253323
80,57.004486
90,52.860741
100,60.408672
110,65.547554
120,57.525291
130,49.956276
140,55.378063
150,55.306183
160,56.376411
170,54.173855
180,57.520054
190,60.525856
200,60.293068
210,60.855000
220,58.388733
230,58.450943
240,56.430958
250,58.975323
260,60.318260
270,56.322651
280,52.243038
290,55.283272
300,47.285213
310,56.986095
320,56.049782
330,63.639252
340,60.435715
350,52.459866
360,53.985588
370,61.794052
380,57.633923
390,61.628860
400,59.326817
410,55.306385
420,56.913773
430,55.493660
440,66.089981
450,51.928257
460,62.245670
470,61.207150
480,55.667370
490,64.481232
500,62.853249
510,55.745266
520,58.517376
530,52.004372
540,63.172688
550,57.658783
560,62.452312
570,60.078308
580,55.210026
590,62.566063
600,57.357124
610,61.430161
620,58.878521
630,56.036995
640,62.875473
650,62.836254
660,56.245625
670,61.819519
680,60.572277
690,63.828354
700,60.086777
710,56.624546
720,52.289352
730,57.421078
740,52.208519
750,59.904583
760,44.826397
770,56.801250
780,56.754704
790,52.381847
800,51.993908
810,62.249271
820,53.710842
830,53.200249
840,56.774563
850,57.915546
860,62.196854
870,51.059479
880,53.485004
890,57.761230
900,46.528198
910,54.085670
920,62.881134
930,51.424229
940,53.643009
950,54.260303
960,60.990822
970,54.041229
980,59.395374
990,53.012627
1000,56.591011
1010,55.046658
1020,42.630863
1030,50.091282
1040,50.843025
1050,50.390999
1060,50.325115
1070,53.920845
1080,54.099255
1090,56.043728
1100,47.477814
1110,51.220299
1120,47.962189
1130,57.384552
1140,55.904709
1150,58.737259
1160,60.133636
1170,58.956009
1180,53.424496
1190,48.000011
1200,50.594791
1210,52.064583
1220,52.956532
1230,58.509182
1240,50.814186
1250,50.568218
1260,41.882053
1270,57.326984
1280,49.233715
1290,52.808147
1300,55.609959
1310,59.661381
1320,59.294910
1330,47.052052
1340,47.192955
1350,52.185249
1360,50.274548
0,41.079708
10,13.293511
20,9.864784
30,9.077768
40,7.028417
50,6.200910
60,5.155214
70,5.529417
80,4.602400
90,4.597289
100,4.901467
110,3.991175
120,3.554643
130,3.867341
140,3.703161
150,3.522423
160,4.450397
170,3.176498
180,3.560015
190,3.513198
200,3.509548
210,2.860165
220,3.498306
230,2.364864
240,2.968804
250,2.535903
260,3.415812
270,3.253273
280,2.708623
290,2.962193
300,2.752530
310,2.673291
320,2.428463
330,2.584409
340,2.847644
350,2.943261
360,2.119813
370,2.155028
380,2.961904
390,2.725801
400,2.742862
410,2.698847
420,2.599773
430,2.547681
440,2.392142
450,2.555327
460,2.358350
470,2.244641
480,2.296187
490,2.233413
500,2.652840
510,3.189372
520,2.468508
530,2.121943
540,1.646981
550,2.062351
560,2.442195
570,2.398194
580,2.443014
590,1.779024
600,2.838912
610,2.356854
620,1.748448
630,2.522474
640,2.228612
650,2.525849
660,2.102474
670,2.342121
680,2.528151
690,1.952572
700,2.095809
710,2.035229
720,2.043325
730,1.737973
740,2.400917
750,1.709693
760,2.014242
770,1.920993
780,2.350104
790,2.125229
800,1.736809
810,2.445110
820,2.542645
830,1.936401
840,1.862432
850,1.958350
860,1.807357
870,1.996701
880,1.570593
890,1.901592
900,2.046242
910,1.839830
920,2.011106
930,2.029454
940,1.823063
950,1.516950
960,1.864096
970,2.474580
980,1.888882
990,2.266452
1000,1.525291
1010,1.706003
1020,2.120135
1030,1.748209
1040,1.464028
1050,1.639192
1060,1.536161
1070,1.723790
1080,1.833124
1090,1.797502
1100,1.702654
1110,2.124031
1120,2.192118
1130,1.589303
1140,1.920343
1150,1.662270
1160,1.351454
1170,1.571114
1180,1.992591
1190,1.249682
1200,1.826117
1210,1.882707
1220,1.787160
1230,2.014523
1240,1.284419
1250,1.303502
1260,1.766765
1270,1.476991
1280,1.787559
1290,1.627184
1300,1.253182
1310,1.837523
1320,2.086802
1330,1.161593
1340,1.772970
1350,1.582894
1360,1.096591
1370,1.638453
1380,1.733611
1390,1.471513
1400,1.291665
1410,1.808260
1420,1.343601
1430,1.581242
1440,1.277208
1450,1.188579
1460,1.515872
1470,1.387531
1480,1.308008
1490,1.265309
1500,1.546327
1510,1.566747
1520,2.094970
1530,1.681952
1540,1.191704
1550,1.226088
1560,1.218320
1570,1.497024
1580,1.715439
1590,1.327995
1600,1.897002
1610,1.192350
1620,1.631666
1630,1.239196
1640,1.280372
1650,1.704879
1660,1.244558
1670,1.117020
1680,1.503528
1690,1.316625
1700,1.673293
1710,1.114427
1720,1.643865
1730,1.076114
1740,1.453404
1750,1.521237
1760,1.006860
1770,1.429487
1780,1.581970
1790,1.610694
1800,1.012875
1810,1.543559
1820,1.298219
1830,1.677676
1840,1.109305
1850,1.404493
1860,1.256886
1870,0.956169
1880,1.061569
1890,1.427596
1900,1.390610
1910,1.527191
1920,1.223971
1930,1.022433
1940,1.272255
1950,1.017329
1960,1.140036
1970,0.982108
1980,0.917289
1990,0.936502
2000,0.928054
2010,1.086904
2020,1.143977
2030,1.319541
2040,0.850546
2050,1.012128
2060,0.963944
2070,0.996031
2080,1.584988
2090,1.006839
2100,1.269206
2110,0.762311
2120,0.991388
2130,1.042351
2140,0.946178
2150,0.729254
2160,1.338123
2170,0.867148
2180,1.043664
2190,1.164266
2200,1.053396
2210,1.629702
2220,0.891840
2230,0.925181
2240,0.911780
2250,1.073414
2260,0.813006
2270,0.967093
2280,0.774371
2290,0.722299
2300,0.957720
2310,0.899693
2320,1.173108
2330,1.001481
2340,0.800661
2350,0.872582
2360,0.653185
2370,1.093338
2380,1.019171
2390,0.952074
2400,1.104847
2410,0.999483
2420,0.927458
2430,0.893484
2440,0.705956
2450,0.831957
2460,1.220414
2470,0.765062
2480,1.260884
2490,1.001434
2500,1.389079
2510,0.949519
2520,0.802443
2530,0.760289
2540,0.876914
2550,1.016834
2560,0.910420
2570,1.133987
2580,0.773747
2590,0.797378
2600,0.757642
2610,0.841977
2620,0.773133
2630,0.759856
2640,0.941986
2650,1.182517
2660,0.755061
2670,0.808962
2680,1.108037
2690,0.902869
2700,0.660609
2710,0.942746
2720,0.903281
2730,0.805938
2740,0.842606
2750,0.782288
2760,0.752647
2770,0.760908
2780,0.887078
2790,0.773330
2800,0.876167
2810,0.796856
2820,0.595351
2830,0.939562
2840,0.911942
2850,0.703254
2860,0.737174
2870,0.849084
2880,0.716194
2890,0.876227
2900,0.466171
2910,0.653180
2920,0.947093
2930,0.697181
2940,0.829220
2950,0.719308
2960,0.882996
2970,0.984456
2980,0.841550
2990,0.861360
3000,0.576990
3010,0.655361
3020,0.595162
3030,0.807535
3040,0.707038
3050,0.820890
3060,0.698203
3070,0.745589
3080,0.610153
3090,0.512866
3100,0.658911
3110,0.785512
3120,0.532125
3130,0.769150
3140,0.701755
3150,0.607575
3160,0.546407
3170,0.600232
3180,0.696094
3190,0.728536
3200,0.745187
3210,0.804971
3220,0.619660
3230,0.860758
3240,0.615976
3250,0.737141
3260,0.832486
3270,0.554878
