3280,0.639242
3290,0.498847
3300,0.440151
3310,0.569348
3320,0.840267
3330,0.665328
3340,0.820817
3350,0.705208
3360,0.620032
3370,0.431937
3380,0.559072
3390,0.518054
3400,0.443407
3410,0.607597
3420,0.827785
3430,0.910227
3440,0.755518
